Entity,Year,Agriculture,Real Estate,Accomodation,Transportation,Scientific Activities,Manufacturing and construction,Other
Syria,2019,5840000,0,2490000,5840000,20680000,6090000,6730000
Syria,2020,6170000,10000,2280000,5320000,20610000,6010000,6840000
Syria,2021,5980000,0,2150000,4990000,21170000,6140000,7040000
Tajikistan,2008,4690000,0,0,259999.98,2880000,580000,700000
Tajikistan,2009,5030000,0,0,250000,2220000,560000,720000
Tajikistan,2010,5110000,0,0,280000,2190000,590000,720000
Tajikistan,2011,5240000,0,0,300000,2320000,570000,740000
Tajikistan,2012,5550000,0,0,900000,2120000,619999.97,760000
Tajikistan,2013,5780000,0,0,930000,2270000,640000,780000
Tajikistan,2014,5890000,0,0,1580000,2780000,970000,800000
Tajikistan,2015,6150000,0,0,1370000,3140000,1090000,810000
Tajikistan,2016,6290000,0,930000,1320000,2190000,1770000,830000
Tajikistan,2017,6390000,0,910000,1210000,2260000,3070000,850000
Tajikistan,2018,6410000,0,880000,1260000,2840000,3850000,870000
Tajikistan,2019,6900000,0,850000,1390000,3439999.99,4070000,890000
Tajikistan,2020,7020000,0,1010000,1730000,3539999.89,3810000,910000
Tajikistan,2021,6940000,0,1130000,1900000,3279999.99,3800000,930000
Tanzania,2008,45830000,62040000,4590000,3160000,2070000,1410000,4650000
Tanzania,2009,46440000,63030000,4630000,3080000,2130000,1439999.97,4760000
Tanzania,2010,48760000,62940000,4730000,3610000,2500000,1880000,4870000
Tanzania,2011,50560000,61170000,4750000,4530000,3039999.97,2310000,5020000
Tanzania,2012,52220000,62460000,4560000,5890000,3649999.98,2220000,5160000
Tanzania,2013,54630000,59400000,4740000,6490000,4020000,2250000,5310000
Tanzania,2014,55600000,59120000,4640000,5920000,3570000,3120000,5450000
Tanzania,2015,58000000,61870000,4770000,6680000,4060000,3840000,5590000
Tanzania,2016,57940000,73460000,4970000,7810000,3490000,4000000,5750000
Tanzania,2017,57130000,73860000,5020000,7340000,3680000,4500000,5910000
Tanzania,2018,57880000,71110000,5170000,7650000,3859999.97,4780000,6060000
Tanzania,2019,59890000,70940000,5490000,8170000,4050000,6440000,6220000
Tanzania,2020,61470000,69610000,5620000,8240000,3449999.98,6370000,6380000
Tanzania,2021,61720000,70740000,5800000,9750000,3990000,7030000,6550000
Thailand,2008,72210000,0,8400000,53320000,137950000,76310000,11860000
Thailand,2009,75890000,0,8700000,56390000,125910000,75930000,11950000
Thailand,2010,79670000,0,9550000,57190000,136930000,82220000,12050000
Thailand,2011,78480000,1160000,10180000,60110000,136970000,79570000,12140000
Thailand,2012,78100000,2940000,11350000,62210000,147060000,88300000,12230000
Thailand,2013,76000000,1480000,9400000,61690000,157530000,93790000,12330000
Thailand,2014,70120000,4480000,8800000,59820000,156730000,97950000,12420000
Thailand,2015,63890000,2980000,8400000,63730000,153960000,108710000,12510000
Thailand,2016,69940000,15810000,7790000,67810000,152890000,114560000,12580000
Thailand,2017,71320000,16049999,7910000,74190000,144879999.5,123360000,12650000
Thailand,2018,68800000,14340000,7930000,74350000,148690000,126780000,12720000
Thailand,2019,64100000,17320000,7770000,76080000,151710000,140330000,12790000
Thailand,2020,67720000,17710000,7200000,75400000,130440000,148330000,12860000
Thailand,2021,70730000,15930000,7110000,70650000,125820000,152480000,12900000
Togo,2008,2270000,950000,510000,890000,230000,800000,720000
Togo,2009,2400000,950000,560000,1980000,290000,990000,740000
Togo,2010,2350000,950000,580000,1640000,340000,1100000,760000
Togo,2011,2860000,950000,610000,1520000,270000,1210000,790000
Togo,2012,2620000,940000,630000,1290000,290000,1200000,810000
Togo,2013,2950000,940000,660000,760000,330000,1250000,830000
Togo,2014,2560000,940000,670000,410000,509999.98,1300000,860000
Togo,2015,3000000,950000,540000,730000,290000,1480000,880000
Togo,2016,2950000,820000,720000,630000,680000,1640000,900000
Togo,2017,2960000,820000,510000,910000,520000,1570000,930000
Togo,2018,3060000,820000,590000,1030000,410000,1710000,950000
Togo,2019,3040000,840000,590000,890000,390000,2000000,980000
Togo,2020,3370000,840000,600000,1170000,400000,2020000,1010000
Togo,2021,3120000,830000,610000,1300000,540000,2140000,1030000
Tonga,2008,80000,0,10000,80000,30000,0,60000
Tonga,2009,80000,0,20000,90000,40000,0,60000
Tonga,2010,70000,0,10000,70000,40000,0,60000
Tonga,2011,70000,0,10000,70000,40000,0,60000
Tonga,2012,80000,0,10000,70000,50000,0,60000
Tonga,2013,80000,0,10000,70000,40000,0,60000
Tonga,2014,80000,0,10000,70000,50000,0,60000
Tonga,2015,80000,0,10000,70000,60000,0,60000
Tonga,2016,80000,0,10000,80000,50000,0,60000
Tonga,2017,80000,0,10000,90000,60000,0,60000
Tonga,2018,80000,0,10000,80000,50000,0,70000
Tonga,2019,80000,0,10000,110000,40000,0,70000
Tonga,2020,80000,0,10000,140000,40000,10000,70000
Tonga,2021,80000,0,10000,150000,50000,10000,70000
Trinidad and Tobago,2008,259999.98,140000,460000,3080000,23500000.5,4590000,1030000
Trinidad and Tobago,2009,270000,140000,490000,3120000,22820000,4230000,1070000
Trinidad and Tobago,2010,270000,140000,420000,3280000,23810000,5130000,1100000
Trinidad and Tobago,2011,270000,110000,380000,3270000,24870000,5310000,1120000
Trinidad and Tobago,2012,280000,110000,330000,3190000,23990000,5570000,1140000
Trinidad and Tobago,2013,290000,110000,410000,3050000,25249999.5,5910000,1160000
Trinidad and Tobago,2014,290000,110000,400000,3440000,24099999.9,6170000,1180000
Trinidad and Tobago,2015,300000,110000,420000,3460000,23610000,5940000,1200000
Trinidad and Tobago,2016,290000,129999.99,380000,3110000,21630000,5290000,1210000
Trinidad and Tobago,2017,290000,129999.99,380000,3120000,20890000,5569999.9,1220000
Trinidad and Tobago,2018,300000,129999.99,380000,2570000,20720000,5680000,1240000
Trinidad and Tobago,2019,300000,129999.99,370000,2840000,19470000,6020000.2,1250000
Trinidad and Tobago,2020,310000,129999.99,430000,2370000,16639999.97,5940000,1260000
Trinidad and Tobago,2021,300000,129999.99,430000,2280000,14110000,6360000,1270000
Tunisia,2008,4590000,0,3330000,4750000,12640000,9800000,2670000
Tunisia,2009,4790000,0,2700000,5840000,12640000,9230000,2710000
Tunisia,2010,4680000,0,2610000,7000000,13670000,9800000,2750000
Tunisia,2011,4710000,3880000,2600000,6530000,13750000,8580000,2800000
Tunisia,2012,4670000,3880000,2670000,6490000,15200000,9900000,2850000
Tunisia,2013,4460000,3890000,2820000,6180000,15109999.94,9550000,2900000
Tunisia,2014,4610000,3890000,2850000,6470000,15480000,11110000,2950000
Tunisia,2015,4560000,3880000,2960000,6870000,14790000,11440000,3000000
Tunisia,2016,4630000,0,2920000,7230000,13790000,10780000,3050000
Tunisia,2017,4510000,0,3090000,7770000,13780000,10590000,3100000
Tunisia,2018,4630000,0,3180000,7790000,14100000,10710000,3140000
Tunisia,2019,4610000,0,3240000,7480000,14260000,10780000,3190000
Tunisia,2020,4440000,0,3130000,7250000,13240000,9790000,3230000
Tunisia,2021,4720000,0,3240000,8140000.5,13810000,11010000,3280000
Turkey,2008,35610000,0,54650000,45620000,142899999.5,66930000,17720000
Turkey,2009,37620000,0,52750000,45210000,139070000,73650000,17810000
Turkey,2010,36380000,0,52040000,44320000,139870000,85240000,18140000
Turkey,2011,37110000,0,55160000,44940000,151620000,90690000,18440000
Turkey,2012,40630000,0,57540000,52130000,151410000,93420000,18080000
Turkey,2013,44700000,0,51870000,58440000,147109999.5,88470000,16740000
Turkey,2014,45200000,0,50230000,62180000,171330000,91320000,16590000
Turkey,2015,46030000,0,55030000,73950000,161720000,93630000,16970000
Turkey,2016,48180000,0,55890000,80700000,176400000,96610000,16160000
Turkey,2017,47760000,0,60760000,84470000,190150000,116960000,16430000
Turkey,2018,51490000,0,51390000,85010000,191830000,121500000,16709999
Turkey,2019,53910000,0,57850000,85180000,184240000.5,109440000,16980000
Turkey,2020,57930000,0,62360000,80420000,169190000,124760000,17250000
Turkey,2021,56670000,0,62760000,91240000,187200000,136720000,17490000
Turkmenistan,2008,10530000,0,13490000,9690000,135250000,2150000,1170000
Turkmenistan,2009,10100000,0,13380000,7380000,97570000,2650000,1200000
Turkmenistan,2010,10260000,0,15390000,8440000,109280000,2750000,1220000
Turkmenistan,2011,10040000,0,15980000,10150000,135670000,3330000,1240000
Turkmenistan,2012,10690000,0,15690000,10570000,142920000,3360000,1260000
Turkmenistan,2013,11510000,0,14200000,11310000,151220000,2830000,1280000
Turkmenistan,2014,11720000,0,13400000,11980000,148470000,2560000,1300000
Turkmenistan,2015,12260000,0,13780000,11980000,153210000,2710000,1330000
Turkmenistan,2016,11880000,0,13650000,12350000,148150000,2770000,1350000
Turkmenistan,2017,11120000,0,13650000,12310000,146659999.9,2780000,1370000
Turkmenistan,2018,11390000,0,13650000,12360000,149490000,2420000,1390000
Turkmenistan,2019,11780000,0,13650000,12120000,166500010,2280000,1410000
Turkmenistan,2020,11960000,0,13650000,12070000,143420000,2070000,1440000
Turkmenistan,2021,11970000,0,13650000,12080000,147320000,2150000,1460000
Uganda,2008,22750000,14390000,2790000,1410000,810000,910000,1390000
Uganda,2009,22540000,14340000,2850000,1560000,1099999.98,950000,1430000
Uganda,2010,23950000,14350000,2910000,1320000,1190000,1110000,1470000
Uganda,2011,23650000,14350000,3070000,1690000,1230000,1210000,1520000
Uganda,2012,25090000,14400000,3180000,2100000,779999.99,1340000,1580000
Uganda,2013,25010000,14350000,3330000,2260000,569999.99,1330000,1630000
Uganda,2014,25490000,14390000,3400000,2500000,710000,1449999.94,1690000
Uganda,2015,26290000,14380000,3640000,2820000,570000,1660000,1740000
Uganda,2016,27320000,14350000,3760000,3030000,580000,1640000,1810000
Uganda,2017,27020000,14380000,3740000,3190000,710000,1700000,1870000
Uganda,2018,27380000,14360000,3700000,3480000,1080000,1830000,1930000
Uganda,2019,26760000,14420000,3660000,3620000,940000,1920000,1990000
Uganda,2020,27540000,14330000,3840000,3490000,740000,2010000,2060000
Uganda,2021,27660000,14340000,4040000,3870000,869999.98,2220000,2130000
Ukraine,2008,32720002,0,38940000,40800000,151350000,86800000,12570000
Ukraine,2009,30130000,0,35590000,34190000,133250000,62500000,12670000
Ukraine,2010,30260000,0,37500000,34680000,143970010,68710000,12820000
Ukraine,2011,31450000,0,38780000,34430000,151770000,74449996,13040000
Ukraine,2012,30820000,0,37890000,31990000,153990000,69010000.5,13200000
Ukraine,2013,32890000,0,37380000,32060002,150480000,65530000,13490000
Ukraine,2014,32200000,0,31870000,27520000,128370000,64050000,13790000
Ukraine,2015,30360000,0,24280000,23590000,106050000,50190000,14080000
Ukraine,2016,31190000,0,26310000,24840000,117430000,46540000,14210000
Ukraine,2017,31770000,0,25020000,25920000,97340000,40360000,14330000
Ukraine,2018,31840000,0,26940000,25650000,102560000,44880000,14460000
Ukraine,2019,32009998,0,22060000,27210000,93979999.8,45010000,14580000
Ukraine,2020,32330002,0,21250000,22180000,90450000,45060000,14710000
Ukraine,2021,32980000,0,20380000,26020000,87090000,44120000,14840000
United Arab Emirates,2008,1630000,0,300000,26800000,157420000,61460000,11220000
United Arab Emirates,2009,1810000,0,490000,29550000,138270000,68600000,12090000
United Arab Emirates,2010,1650000,0,550000,30840000,144090000,71490000,12960000
United Arab Emirates,2011,1650000,0,680000,30870000,151250000,73989996,13920000
United Arab Emirates,2012,1630000,0,550000,31580000,156809996,79450000,14880000
United Arab Emirates,2013,1780000,0,880000,35630000,159929996,83750000,15840000
United Arab Emirates,2014,1880000,0,880000,36570000,166359996,82050000,16800000
United Arab Emirates,2015,1960000,0,970000,31760000,183440000,90860000,17760000
United Arab Emirates,2016,1980000,0,1020000,35620000,188470000,92190000,18630000
United Arab Emirates,2017,2030000,0,1010000,38750000,185990000,79110000,19500000
United Arab Emirates,2018,2040000,0,810000,38780000,184230000,62410000,20370000
United Arab Emirates,2019,2060000,0,570000,36820000,184410000,76890000,21240000
United Arab Emirates,2020,2089999.9,0,540000,31590000,171529996,81690000,22120000
United Arab Emirates,2021,2110000,0,680000,37290000,177610000,79280000,22910000
United Kingdom,2008,51650000,12840000,96580000,126050000,294760000,77260000,37240000
United Kingdom,2009,50270000,12830000,91700000,121550000,262510000,65760000,33180000
United Kingdom,2010,50660000,12840000,102560000,120040000,264920000.2,68670000,28450000
United Kingdom,2011,50470000,14480000,82910000,118510000,253330000,61680000,26250000
United Kingdom,2012,50260000,14480000,91110000,117940000,265100000,61470000,24630000
United Kingdom,2013,50480000,14490000,92450000,117180000,250170000,62670000,20930000
United Kingdom,2014,51560000,14480000,78310000,118700000,223830000.2,62760000,18380000
United Kingdom,2015,51680000,14480000,82210000,121860000,203110000.5,61500000,17300000
United Kingdom,2016,51820000,12830000,87370000,124700000,181850000,54889998,18160000
United Kingdom,2017,52280000,12830000,85010000,125160000,171920000,54120000,17780000
United Kingdom,2018,51580000,12810000,87070000,123680000,165150000.5,52300000,17390000
United Kingdom,2019,51490000,12810000,84260000,121780000,154900000,50960000,17010000
United Kingdom,2020,50000000,12800000,83650000,97150000,120930000,47700000,16629999
United Kingdom,2021,50690000,12800000,88350000,107110000,123660000,49190002,16410000
United States,2008,366690020,0,562810000,1761590000,3193680100,687430000,150220000
United States,2009,368309980,0,557739970,1674020000,2944560000,601400020,147450000
United States,2010,370829980,0,552170000,1733120000,3093190000,674490000,148270000
United States,2011,369820000,0,529050000,1686209900,2989280000,656100000,139230000
United States,2012,365640000,0,466350000,1649510000,2852689900,652070000,140310000
United States,2013,363920000,0,535270000,1700900000,2883810000,647590000,136430000
United States,2014,363400000,0,552640000,1693990000,2909670000,659980000,136100000
United States,2015,364190000,0,518710000,1756190000,2778049980,658410000,135200000
United States,2016,374660000,0,501940000,1768300000,2674109800,664329980,131030000
United States,2017,373330000,0,503029980,1780840000,2620860000,660660000,132130010
United States,2018,379500000,0,556970000,1820220000,2696009900,689360020,133240010
United States,2019,377260000,0,557570000,1814990000,2603410000,681270000,134350000
United States,2020,379680000,0,517210020,1557729900,2307329980,684330000,135450000
United States,2021,377020000,0,530370000,1718459900,2437050020,699490000,136760000
Uruguay,2008,28660000,0,610000,2790000,5240000,1350000,1810000
Uruguay,2009,28240000,0,640000,3010000,4989999.97,1510000,1830000
Uruguay,2010,27140000,0,660000,3170000,3449999.97,1410000,1840000
Uruguay,2011,27270000,0,640000,3310000,4350000,1600000,1860000
Uruguay,2012,27130000,0,620000,3350000,5009999.97,1620000,1890000
Uruguay,2013,27200000,0,640000,3530000,3329999.97,1760000,1910000
Uruguay,2014,27440000,0,600000,3510000,2420000,1950000,1930000
Uruguay,2015,27050000,0,580000,3550000,2480000,2040000,1950000
Uruguay,2016,27360000,0,650000,3620000,2120000,2130000,1970000
Uruguay,2017,26930000,0,580000,3780000,1500000,2170000,1990000
Uruguay,2018,26230000,0,600000,3740000,2050000,2330000,2010000
Uruguay,2019,26280000,0,600000,4290000,1860000,2300000,2030000
Uruguay,2020,25920000,0,610000,3620000,1820000,2390000,2050000
Uruguay,2021,27410000,0,620000,4000000,2680000,2590000,2069999.9
Uzbekistan,2008,22410000,0,44660000,13060000,76530000,22470000,5820000
Uzbekistan,2009,24070000,0,39440000,12250000,69580000,20800000,5940000
Uzbekistan,2010,25560000,0,45750000,13030000,70080000,23240000,6060000
Uzbekistan,2011,26840000,0,46310000,12600000,71510000,23340000,6190000
Uzbekistan,2012,28260000,0,37030000,10290000,70720000,19920000,6310000
Uzbekistan,2013,29400000,0,35160000,9110000,72240000,18880000,6430000
Uzbekistan,2014,30670000,0,30990000,8720000,69230000,17320000,6560000
Uzbekistan,2015,31720000,0,27750000,8229999.5,67689999.97,16510000,6680000
Uzbekistan,2016,34040000,0,29850000,8300000,71140000,17380000,6800000
Uzbekistan,2017,34710000,0,33020000,8960000,70330000,18770000,6920000
Uzbekistan,2018,34980000,0,27230000,15010000,75710000,18660000,7040000
Uzbekistan,2019,36350000,0,26660000,15570000,78010000,21050000,7160000
Uzbekistan,2020,36770000,0,31600000,16360001,69100000,20350000,7280000
Uzbekistan,2021,38750000,0,34110000,16930000,72820000,22660000,7400000
Venezuela,2008,40810000,86700000,6600000,51070000,293269996,29460000,9180000
Venezuela,2009,40690000,86620000,6480000,51830000,278160000,31410000,9420000
Venezuela,2010,35010000,87650000,6580000,50100000,273650000,47070000,9660000
Venezuela,2011,34780000,107770000,6370000,52420000,268940000,45250000,9860000
Venezuela,2012,39970000,107760000,6580000,55860000,288980000,47620000,10060000
Venezuela,2013,40370000,108070000,6970000,55000000,293760004,44430000,10260000
Venezuela,2014,40330000,108150000,7090000,54470000,291700000,40990000,10460000
Venezuela,2015,39620000,108200000,6010000,47640000,287770000,30340000,10660000
Venezuela,2016,38770000,42900000,5570000,41790000,267540000,28220000,10760000
Venezuela,2017,37900000,42400000,5360000,38270000,235270000,29740000,10860000
Venezuela,2018,37680000,42640000,5100000,33529998,197110000,28500000,10960000
Venezuela,2019,37810000,43220000,3050000,30780000,155820000,20830000,11050000
Venezuela,2020,39400000,43320000,2340000,11550000,99350000,19070000,11150000
Venezuela,2021,37900000,42550000,2860000,11310000,102620000,18210000,11270000
Vietnam,2008,64989996,17440000,14290000,24680000,51340000,52730000,16059999
Vietnam,2009,70150000,17630000,14470000,29620000,55580000,60410000,16920000
Vietnam,2010,67730000,18240000,15340000,31820000,65090000,67760000,17780000
Vietnam,2011,66470000,0,15060000,31260000,64420000,74380000,18250000
Vietnam,2012,67520000,0,14270000,30800000,65629999.9,74080000,18730000
Vietnam,2013,70530000,0,15210000,30030000,68880000,79950000,19200000
Vietnam,2014,68930000,0,14920000,30700000,77250000,87900000,19450000
Vietnam,2015,71710000,0,11340000,33990000,112790000,71950000,19700000
Vietnam,2016,70780000,0,10130000,37680000,125730000,78360000,19930000
Vietnam,2017,70820000,0,10050000,41020000,122800000,87040000,20160000
Vietnam,2018,70690000,0,9540000,42890000,150700000,117270000,20400000
Vietnam,2019,68990000,0,8940000,44640000,186760000,139160000,20630000
Vietnam,2020,68780000,0,8440000,37530000,177840000,165350000,20860000
Vietnam,2021,69610000,0,7810000,32930000,172080000,168440000,21060000
World,2008,14959844,498170,3222913,75589624,2419675,118738687,37021023
World,2009,15142287,508127,3547039,66845911,2645270,100182493,38219967
World,2010,14597214,527255,3724828,67789025,2701941,106136530,38117228
World,2011,14707770,455502,2969185,67954818,2189798,100584901,33529452
World,2012,14168593,473611,3154892,67499445,2371171,94551309,34377014
World,2013,14486981,447176,2487812,64086853,2063342,96332435,37656029
World,2014,14564696,413116,2246370,60776497,1903652,94100864,35209588
World,2015,14376147,434396,2359458,59947726,2047372,91014102,36671543
World,2016,13655251,434300,2350363,58165682,2111879,90436875,35684213
World,2017,13389912,451968,2415165,63608874,2193017,89106139,36991221
World,2018,13556393,465757,2379818,64370278,2222724,89498232,37399660
World,2019,13113393,487042,2389301,63762107,2406944,86669692,36456315
World,2020,13969387,405879,2080250,50821350,2055019,76977218,32087075
World,2021,13557829,458887,2276868,56300134,2203105,82726756,36075645
Yemen,2008,7440000,0,2260000,5200000,30260000.2,4170000,34430000.2
Yemen,2009,7580000,0,3540000,8370000,28190000,4070000,2130000
Yemen,2010,7770000,0,3320000,7350000,29080000,3940000,2220000
Yemen,2011,7850000,0,2590000,6850000,23760000,3870000,2320000
Yemen,2012,7950000,0,2530000,5640000,20909999.97,3500000,2410000
Yemen,2013,8149999.5,0,3620000,8530000,23900000,4860000,2500000
Yemen,2014,8250000,0,4000000,8610000,20820000,4810000,2590000
Yemen,2015,8000000,0,2350000,3230000,9200000.2,2430000,2690000
Yemen,2016,7870000,0,1780000,2670000,6060000,1740000,2780000
Yemen,2017,7800000,0,1770000,2520000,7050000,1900000,2880000
Yemen,2018,7310000,0,2520000,3130000,8089999.98,2370000,2970000
Yemen,2019,8240000,0,2510000,3160000,8689999.98,2430000,3070000
Yemen,2020,7960000,0,2320000,2790000,8490000,2230000,3160000
Yemen,2021,7900000,0,2300000,2750000,8370000,2340000,3260000
Zambia,2008,21440000,39120000,1470000,1010000,299999.99,1240000,2620000
Zambia,2009,19920000,36430000,1510000,1180000,260000,1410000,2700000
Zambia,2010,21860000,43250000,1560000,1270000,270000,1480000,2780000
Zambia,2011,20880000,58930000,1600000,1380000,290000,1800000,2880000
Zambia,2012,23480000,58410000,1650000,1660000,360000,2520000,2970000
Zambia,2013,24090000,57340000,1730000,1710000,460000,2590000,3070000
Zambia,2014,23360000,57150000,1730000,1930000,550000,2730000,3160000
Zambia,2015,23760000,62000000,1760000,2160000,580000,2790000,3260000
Zambia,2016,23440000,60820000,1790000,2130000,900000,2910000,3370000
Zambia,2017,22030000,61560000,1840000,1910000,2260000,3110000,3490000
Zambia,2018,21990000,59360000,1900000,1890000,3100000,3260000,3600000
Zambia,2019,23150000,59150000,1880000,1890000,2720000,2680000,3710000
Zambia,2020,22300000,55550000,1920000,1950000,2780000,3020000,3820000
Zambia,2021,22260000,52310000,1920000,2580000,1920000,3620000,3950000
Zimbabwe,2008,11380000,11180000,2830000,1060000,5150000,2310000,2120000
Zimbabwe,2009,12220000,11120000,2980000,1140000,5460000,1680000,2160000
Zimbabwe,2010,13030000,11280000,2840000,1360000,6650000,2340000,2200000
Zimbabwe,2011,13380000,11550000,2770000,2320000,11350000,2720000,2250000
Zimbabwe,2012,12550000,11640000,2600000,2630000,7580000,3420000,2290000
Zimbabwe,2013,12000000,11590000,2460000,2920000,8459999.94,2460000,2340000
Zimbabwe,2014,10220000,11510000,2550000,2630000,8510000,2580000,2380000
Zimbabwe,2015,11540000,11650000,2950000,2410000,8500000,2770000,2430000
Zimbabwe,2016,10510000,87390000,3520000,1910000,7170000,2860000,2480000
Zimbabwe,2017,10780000,87290000,3600000,2069999.9,6369999.99,2940000,2540000
Zimbabwe,2018,10870000,87380000,3610000,2710000,6780000,3390000,2590000
Zimbabwe,2019,10620000,87330000,3530000,2320000,6350000,3440000,2640000
Zimbabwe,2020,9760000,87210000,3650000,1580000,5180000,3320000,2690000
Zimbabwe,2021,10330000,87180000,4400000,1650000,5270000,3580000,2750000
